index,RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
297681,309257,Cold Thai Noodle Salad,860798,Philly Closet Cook,,PT30M,PT30M,2008-06-13T21:21:00Z,"This is an easy crowd pleaser.  I have been making it for years.  This is my first attempt to write it down (I may come back and make some edits to the &quot;dressing&quot;.  I have always just kind of mixed things together. I have found that using some authentic ingredients does make it stand out.  Fish Sauce and sriracha hot sauce are availabe in the Asian section of most supermarket today.  White pepper is hit or miss.    Spice stores and many ethnic grocery stores carry it.  The French use it in white sauces so you get the pepper flavor, but you do not the specs.

This is not an exacting recipe.  If you want is spicier add more hot sauce.  If not, use less.  More tart add vinegar, etc.  Add grilled chicken or cooked shrimp and make it a meal.

Prep time is about 30 minutes.  It does need to chill 2 hours before serving.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/92/57/XREetyW5RI2GaSIZi95t_IMG_20150821_232955.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/92/57/pic7OfUEm.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/92/57/picy1z24r.jpg"")",Thai,"c(""Asian"", ""Spring"", ""Summer"", ""< 30 Mins"")","c(""1"", ""1/2"", ""1/2"", ""1/3"", ""1/3"", ""2"", ""2"", ""2"", ""1"", ""1"", ""1/2"", ""1"", ""1"", ""1"", NA, ""2"", ""1/4"")","('spaghetti', 'linguine', 'low sodium soy sauce', 'fish sauce', 'sugar', 'ground pepper', 'garlic powder', 'cucumber', 'red bell pepper', 'green onion', 'sesame seeds', 'cilantro')",5.0,11.0,332.2,18.1,3.2,0.0,525.8,35.0,2.8,4.4,8.9,,,"c(""Cook noodles al dente (do not overcook - mushy noodles won't work)."", ""Strain and rinse under cold water until cooled."", ""Mix or wisk together all \""dressing\"" ingredients (peanut butter through garlic power)until blended."", ""In large bowl stir together noodles, 2/3 sauce (reserve 1/3 for later), and vegetables (reserve 1/2 chopped greens from green onion)."", ""Chill minimum 2 hours."", ""Transfer to a bowl or platter, if you you want."", ""Before serving pour reserved \""dressing\"" over noodles."", 
""Sprinkle sesame seeds and reserved green onions (and cilantro if used)."")"
298219,309810,Okra Eggplant Soup,527886,realbirdlady,PT1H,PT10M,PT1H10M,2008-06-17T16:24:00Z,Make and share this Okra Eggplant Soup recipe from Food.com.,character(0),African,"c(""Very Low Carbs"", ""Low Protein"", ""< 4 Hours"")","c(""1"", ""1"", ""1"", NA, NA, ""3 1/2"", ""8"", ""2"", ""3"")","('beef', 'onion', 'salt', 'pepper', 'okra', 'eggplants', 'tomatoes')",,,899.7,85.0,34.2,112.4,822.9,21.0,10.1,9.3,15.6,4.0,,"c(""In a stockpot, heat the oil and brown the beef cubes."", ""Add onion, salt, and pepper, and cook 10 minutes, stirring occasionally."", ""Add stock, bring to a boil, and lower heat to simmer until meat is cooked, about 30 minutes."", ""Add vegetables and simmer until soft, about 15 minutes."", ""Remove the vegetables and puree them in a blender. (Be careful with the hot liquid. Use an immersion blender if available)."", ""Return to puree to the stock pot, adjust seasonings, and simmer 5 minutes."")"
298267,309861,Spicy Matoke (Plantains),527886,realbirdlady,PT40M,PT5M,PT45M,2008-06-18T01:25:00Z,Plantains are a staple in most of Africa. This Kenyan recipe also shows a south Asian influence. From &quot;The Africa Cookbook&quot;.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/98/61/picBgbQRs.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/98/61/picwpMJ9V.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/98/61/picIswfBk.jpg"")",African,"""< 60 Mins""","c(""8"", ""2"", ""1"", ""2"", ""1"", ""1/4"", ""2"")","('plantains', 'lemon juice', 'ghee', 'onions', 'cilantro')",4.0,3.0,326.5,3.0,1.7,5.5,10.8,80.3,6.0,37.5,3.5,,,"c(""Peel the plantains and slice in 1-inch pieces."", ""Place them in a bowl with the lemon juice and enough lukewarm water to cover."", ""In a large skillet, heat the ghee."", ""Fry onions, cilantro, and chile until onion is translucent."", ""Drain the plantain pieces. Add to the skillet with the stock."", ""Simmer, uncovered, about 30 minutes, until the plantains are done."")"
298288,309882,Samaki Wa Kupaka,527607,MarraMamba,PT30M,PT30M,PT1H,2008-06-18T01:46:00Z,Make and share this Samaki Wa Kupaka recipe from Food.com.,character(0),African,"""< 60 Mins""","c(""400"", ""1"", ""2"", NA, ""2"", ""1"", ""1"", ""1"", ""200"", ""1"", ""1/2"", ""1"", ""3"", ""150"", NA)","('garlic clove', 'olive oil', 'lime, juice of', 'tomato puree', 'onion', 'tomatoes', 'ground cumin', 'ground cinnamon', 'red chile', 'tamarind paste', 'coconut cream')",,,389.3,30.6,16.5,0.0,63.1,29.9,5.6,19.1,5.1,2.0,,"c(""Carefully trim the tails and fins from the fish and discard them. Make several slashes in the flesh to allow the flavours of the marinade to be well absorbed."", ""Mix the garlic, ginger, salt, oil and lime together. Rub this mixture into the slashed flesh and stomach cavity. Cover and set aside for 30 minutes."", ""Meanwhile, make the Kupaka Sauce. Place the tomato puree, onion, tomatoes and spices into a food processor and blend to a paste."", ""Heat a frying pan over a medium heat and add the paste to the pan. Cook for 2 minutes over a low heat, stirring all the time to stop the mixture sticking and burning."", 
""Add the chillies and simmer for 10 minutes. If the mixture becomes too dry, add a little of the tamarind paste and coconut cream."", ""Remove the mixture from the heat, stir in the remaining tamarind paste and coconut cream and season to taste with salt and freshly ground black pepper."", ""Meanwhile, grill the marinated fish over the charcoal barbecue, basting regularly, until cooked through. Serve immediately, with the Kapuka sauce, some plain boiled rice and coconut spinach."")"
298325,309920,Wild Boar in Groundnut Sauce (Or Pork),527607,MarraMamba,PT2H,PT20M,PT2H20M,2008-06-18T02:11:00Z,Make and share this Wild Boar in Groundnut Sauce (Or Pork) recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/99/20/picuMluSW.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/99/20/picwdrOgH.jpg"")",African,"""< 4 Hours""","c(""2"", NA, NA, ""2"", ""2"", ""1"", NA)","('salt', 'black pepper', 'onions', 'tomatoes', 'peanut butter')",5.0,1.0,413.4,32.7,6.7,0.0,300.8,20.6,5.4,9.9,17.2,4.0,,"c(""Heat a few spoonfulls of oil in a large pot. Add the meat and fry it until it is browned but not done. Reduce heat. Add water, salt, and pepper and simmer for about half an hour."", ""Add the tomatoes and onions and contine to simmer until the meat is done and becoming tender."", ""Remove some of the liquid and mix it with the peanut butter to make a smooth sauce. Add this to the meat-tomato-onion mixture."", ""Continue to simmer on a very low heat until the meat is very tender (30 mins to 60 mins depending on cut).""
)"
298330,309925,King Prawns in Swahili Sauce,527607,MarraMamba,PT20M,PT20M,PT40M,2008-06-18T02:16:00Z,Mike Robinson's African recipe for king prawns in an aromatic coconut milk sauce and coriander rice Easy to make,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/99/25/picmrcxAS.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/30/99/25/piccx6ZLw.jpg"")",African,"""< 60 Mins""","c(""400"", ""6"", ""3"", ""600"", NA, ""8"", ""1"", ""1"", ""2 1/2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""2"")","('basmati rice', 'limes, juice of', 'coconut milk', 'lemongrass', 'garlic cloves', 'shallots', 'red chilies', 'garam masala', 'ground turmeric', 'plum tomatoes')",4.0,1.0,752.8,39.2,29.9,17.6,113.0,93.0,4.7,4.0,14.3,4.0,,"c(""Place the washed basmati in a heavy-based medium saucepan. Add the juice of 3 limes, the chopped coriander stalks, 400ml coconut milk and salt to taste. Add just enough water to make the liquid in the pan come level with the rice."", ""Bring the rice to the boil and simmer for 5 minutes. Cover tightly, remove from direct heat and set aside for 15 minutes by which time the liquid will be absorbed and the rice cooked through."", ""Toss the prawns with the remaining lime juice and set aside to marinate briefly."", 
""Heat the oil in a heavy-based saucepan. Add the lemon grass, ginger, garlic, shallot, chillies, garam masala and turmeric and fry, stirring often, until the shallot has softened."", ""Add the remaining coconut milk and the plum tomatoes. Season with salt and freshly ground pepper. Simmer for 5 minutes."", ""Increase the heat and add the king prawns. Cook for a further 2 minutes, turning the prawns to ensure even cooking."", ""Serve the prawns with the coriander rice, garnished with the coriander leaves.""
)"
298398,309994,Plantains in Coconut Milk from Zanzibar,337963,puppitypup,PT20M,PT10M,PT30M,2008-06-18T19:09:00Z,Posted for ZWT.  I haven't made it yet so I guessed on the yield and time.  The plantains don't have to be completely ripe.,character(0),African,"c(""Low Protein"", ""Healthy"", ""< 30 Mins"", ""Easy"")","c(""4"", ""1/2"", ""1/2"", ""1"", NA, ""1"", ""1/2"", ""1/2"")","('plantains', 'mild curry powder', 'cinnamon', 'ground cloves', 'salt', 'butter', 'unsweetened coconut milk', 'water')",3.0,1.0,200.8,6.4,5.0,5.1,21.4,38.9,2.9,17.9,2.0,6.0,,"c(""Combine coconut milk and water, set aside."", ""Peel plantains and cut into slices or quarters and put in saucepan with remaining ingredients."", ""Heat slowly, stir gently and add coconut milk/water little by little until all is absorbed.  Simmer until tender, adding additional water if needed."")"
298411,310007,Camarao Grelhado Piri Piri (Grilled Shrimp Pili Pili),527886,realbirdlady,PT5M,PT3H,PT3H5M,2008-06-18T19:21:00Z,Simple spicy seafood from Mozambique. Serve with rice and lemon quarters for garnish. Adapted from &quot;The Africa Cookbook&quot;.,character(0),African,"c(""Very Low Carbs"", ""< 4 Hours"", ""Easy"")","c(""2"", ""1"", ""4"", ""2"", ""1/2"", NA, NA)","('shrimp', 'chile', 'garlic cloves', 'lemon juice', 'salt', 'pepper')",5.0,2.0,406.1,29.3,4.8,285.8,1284.3,3.6,0.1,0.3,31.1,,,"c(""Shell the shrimp, leaving the tail \""fins\"" intact. Devein."", ""In a small bowl, whisk together chile, garlic, lemon juice and half the oil."", ""Drizzle in the remaining oil, whisking. Add salt and pepper to taste."", ""Place the shrimp in a large bowl or ziploc baggie. Pour over the oil mixture, making sure that all shrimp are covered."", ""Refrigerate at least 3 hours, stirring occasionally."", ""Preheat the broiler or grill."", ""Cook shrimp for 2 minutes on each side, or until pink."")"
298439,310035,Fried Fish &amp; Zucchini With Spicy Tomato Sauce,621626,FDADELKARIM,PT20M,PT15M,PT35M,2008-06-18T19:44:00Z,"This attractive, spicy fish dish is very popular in Tunisia. Small cubes of salted eggplant can be substituted for the zucchini.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/00/35/picqQBLrl.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/00/35/pic7GK6Aj.jpg"")",African,"c(""Spicy"", ""< 60 Mins"", ""Easy"")","c(""4"", NA, ""2"", ""1/2"", ""1/2"", ""1/2"", ""1/4"", ""3"", ""1/2"", ""2"", ""1/2 - 1"", ""1/2"", ""1/4 - 1/2"", ""1/4"", ""1"", NA)","('lemons', 'flour', 'paprika', 'olive oil', 'zucchini', 'onion', 'canned tomato sauce', 'harissa', 'garlic', 'salt', 'black pepper', 'egg', 'canola oil')",4.5,2.0,520.5,17.9,2.9,151.9,1061.7,43.8,7.4,9.6,50.4,4.0,,"c(""Wash & dry the fish fillets, season with salt & pepper then sprinkle with the juice of 1 lemon, set aside. Mix the flour, bread crumbs, & paprika together in a bowl."", ""Peel the zucchini & slice into 1/4 inch thick rounds. Heat the olive oil in a frying pan. Coat the zucchini with the flour mixture then fry on both sides until brown. Place on a plate covered with paper towels to remove excess oil."", ""In the same oil cook the onion until soft. Add the tomato sauce, harissa, garlic, salt & pepper. Cook, uncovered, over medium heat for 10 minutes, stirring frequently. Add the juice of the remaining lemon to the tomato sauce."", 
""While that is cooking heat 1/2 inch of canola oil in a skillet. Dip the fish fillets in the flour mixture, beaten egg, & in flour mixture again. Fry in the hot oil until the fish is done, should be flaky. Drain on paper towels."", ""Place the fish & zucchini in a shallow serving dish & top with the sauce."")"
298553,310156,Parsley Shrimp,204024,Lavender Lynn,PT20M,PT15M,PT35M,2008-06-19T21:27:00Z,Make and share this Parsley Shrimp recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/01/56/picxjTAeQ.jpg""",African,"""< 60 Mins""","c(""1"", ""1/2"", ""1/2"", ""1"", ""2"", ""1/2"", ""2"", ""1"")","('olive oil', 'medium shrimp', 'onion', 'tomatoes', 'parsley', 'white wine', 'cognac', 'lemon')",5.0,1.0,259.9,9.0,1.4,172.8,176.6,13.0,3.5,3.0,24.5,2.0,,"c(""Heat the olive oil in a saucepan over medium heat."", ""Saute the shrimp until lightly pink."", ""Add the onion, tomato, and parsley."", ""Stir-fry on medium-high heat until the onion is soft, about 4-5 minutes."", ""Add the wine and cognac and cook until they've reduced by about 2/3."", ""Serve with lemon slices."")"
298561,310164,Nairobi Meat  Rub,204024,Lavender Lynn,,PT10M,PT10M,2008-06-19T22:02:00Z,Make and share this Nairobi Meat  Rub recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/01/64/picjz8jXn.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/01/64/picfpBHyR.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/01/64/picJP1cUJ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/01/64/pic7il6Tt.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/01/64/piclYepGd.jpg"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/31/01/64/picJcyYpn.jpg"")",African,"c(""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Easy"")","c(""1/2"", ""2"", ""1"", ""2 1/2"", ""1/2"", ""1 1/2"", ""1"")","('coarse salt', 'coarse black pepper', 'sugar', 'ground ginger', 'garlic powder', 'onion powder')",5.0,11.0,200.0,1.5,0.4,0.0,56596.1,49.2,5.8,32.4,3.2,,1 cup,"c(""Combine salt, black pepper, red pepper, sugar, and ginger, garlic powder, and onion powder."", ""Put into a storage container for barbecues."", ""Rub this mixture into the fatty parts of the ribs, pork, or skins of chickens with the fingers."", ""Cook meat over grill until done."", ""Meats should never be basted with sauces, or oil."", ""If your meat appears to be dry, keep a light salad oil ready to brush on during cooking."")"
298700,310303,Sesame Shrimp With Honey Mustard Dipping Sauce,80353,evelynathens,PT10M,PT15M,PT25M,2008-06-20T00:54:00Z,Make and share this Sesame Shrimp With Honey Mustard Dipping Sauce recipe from Food.com.,character(0),Chinese,"c(""Asian"", ""< 30 Mins"", ""Easy"")","c(""1"", ""2"", ""1 1/2"", ""2 -3"", ""1"", ""2"", ""2"", ""1/2"", ""1"", ""1/2"", ""1"", ""1/4"", ""2"", ""2"", ""2"")","('medium shrimp', 'kosher salt', 'all-purpose flour', 'eggs', 'cornstarch', 'baking soda', 'water', 'Dijon mustard', 'honey', 'soy sauce')",,,778.0,50.7,8.1,185.7,1386.5,52.8,7.0,6.5,30.3,,,"c(""To make sauce - whisk together the mustard, honey, oil and soy sauce until well combined. Set aside until ready to serve."", ""In a bowl, gently mix the shrimp with salt to coat salt."", ""Cover with cold water, slosh around a few times, drain the shrimp well, and then transfer to a cutting board."", ""Line up 3 shallow bowls and put 1 cup flour in one."", ""In the second, whisk together sesame oil, wine, eggs, cornstarch, baking soda and the remaining 1/2 cup of flour, 1/2 cup of the peanut oil and the 1 cup of water until well combined."", 
""In the third bowl, add sesame seeds."", ""Heat a wok or large pot with peanut oil for deep frying over high heat until 360°F"", ""Work in batches of 4-5 shrimp at a time. For each shrimp, hold by tail, dip in flour, then batter, then sesame seeds."", ""Deep fry in batches of 4-5 shrimp until golden brown, about 2 minutes."", ""Serve with dipping sauce."")"
